Target,Linear - for,Linear - while,Linear - sentinel while,Binary
10,0.0032800016924738884,0.002843007678166032,0.0023229949874803424,0.01139099185820669
5000000,320.8170770085417,778.2332889910322,396.3107930030674,0.00991899287328124
10000000,644.7046210087137,1524.2178710032022,786.7855989898089,0.010706993634812534
